"","V1"
"117498",2
"117499",2
"117500",2
"117501",10
"117502",2
"117503",3
"117504",9
"117505",8
"117506",9
"117507",8
"117508",9
"117509",7
"117510",9
"117511",6
"117512",6
"117513",2
"117514",6
"117515",11
"117516",7
"117517",10
"117518",2
"117519",6
"117520",6
"117521",11
"117522",3
"117523",11
"117524",7
"117525",6
"117526",9
"117527",9
"117528",5
"117529",5
"117530",3
"117531",7
"117532",3
"117533",3
"117534",2
"117535",9
"117536",2
"117537",10
"117538",9
"117539",11
"117540",4
"117541",9
"117542",6
"117543",6
"117544",2
"117545",7
"117546",11
"117547",2
"117548",2
"117549",7
"117550",10
"117551",7
"117552",9
"117553",5
"117554",6
"117555",9
"117556",9
"117557",6
"117558",5
"117559",3
"117560",3
"117561",3
"117562",6
"117563",2
"117564",2
"117565",11
"117566",5
"117567",3
"117568",11
"117569",3
"117570",7
"117571",9
"117572",3
"117573",11
"117574",3
"117575",7
"117576",8
"117577",3
"117578",9
"117579",3
"117580",6
"117581",8
"117582",11
"117583",10
"117584",6
"117585",5
"117586",5
"117587",5
"117588",3
"117589",9
"117590",10
"117591",10
"117592",6
"117593",5
"117594",7
"117595",10
"117596",4
"117597",4
"117598",5
"117599",1
"117600",7
"117601",7
"117602",8
"117603",5
"117604",6
"117605",6
"117606",9
"117607",7
"117608",9
"117609",7
"117610",4
"117611",1
"117612",6
"117613",9
"117614",4
"117615",9
"117616",4
"117617",8
"117618",6
"117619",11
"117620",4
"117621",6
"117622",4
"117623",11
"117624",7
"117625",4
"117626",9
"117627",4
"117628",4
"117629",9
"117630",9
"117631",4
"117632",7
"117633",7
"117634",4
"117635",3
"117636",3
"117637",6
"117638",4
"117639",4
"117640",4
"117641",5
"117642",4
"117643",6
"117644",7
"117645",6
"117646",8
"117647",11
"117648",7
"117649",9
"117650",4
"117651",4
"117652",7
"117653",9
"117654",6
"117655",4
"117656",4
"117657",7
"117658",9
"117659",7
"117660",4
"117661",7
"117662",4
"117663",3
"117664",9
"117665",11
"117666",3
"117667",9
"117668",3
"117669",6
"117670",5
"117671",7
"117672",5
"117673",3
"117674",5
"117675",5
"117676",2
"117677",5
"117678",6
"117679",3
"117680",3
"117681",9
"117682",11
"117683",5
"117684",10
"117685",4
"117686",4
"117687",3
"117688",10
"117689",9
"117690",7
"117691",5
"117692",6
"117693",5
"117694",5
"117695",8
"117696",11
"117697",9
"117698",11
"117699",11
"117700",7
"117701",5
"117702",6
"117703",4
"117704",4
"117705",5
"117706",5
"117707",5
"117708",9
"117709",11
"117710",1
"117711",1
"117712",11
"117713",4
"117714",4
"117715",4
"117716",4
"117717",9
"117718",9
"117719",4
"117720",7
"117721",2
"117722",4
"117723",3
"117724",4
"117725",6
"117726",4
"117727",4
"117728",4
"117729",1
"117730",9
"117731",2
"117732",6
"117733",9
"117734",4
"117735",7
"117736",2
"117737",5
"117738",6
"117739",4
"117740",8
"117741",6
"117742",1
"117743",4
"117744",4
"117745",4
"117746",6
"117747",4
"117748",1
"117749",4
"117750",9
"117751",4
"117752",5
"117753",1
"117754",4
"117755",6
"117756",1
"117757",5
"117758",6
"117759",7
"117760",6
"117761",10
"117762",11
"117763",3
"117764",11
"117765",7
"117766",9
"117767",11
"117768",10
"117769",6
"117770",6
"117771",9
"117772",4
"117773",7
"117774",5
"117775",7
"117776",11
"117777",6
"117778",1
"117779",11
"117780",10
"117781",2
"117782",9
"117783",3
"117784",2
"117785",7
"117786",5
"117787",10
"117788",8
"117789",9
"117790",5
"117791",4
"117792",9
"117793",11
"117794",3
"117795",9
"117796",6
"117797",4
"117798",8
"117799",9
"117800",5
"117801",11
"117802",5
"117803",8
"117804",4
"117805",4
"117806",4
"117807",8
"117808",7
"117809",8
"117810",9
"117811",7
"117812",7
"117813",7
"117814",8
"117815",4
"117816",4
"117817",6
"117818",4
"117819",4
"117820",6
"117821",5
"117822",5
"117823",6
"117824",6
"117825",5
"117826",2
"117827",6
"117828",6
"117829",4
"117830",11
"117831",11
"117832",8
"117833",4
"117834",4
"117835",4
"117836",5
"117837",7
"117838",5
"117839",9
"117840",7
"117841",6
"117842",3
"117843",4
"117844",5
"117845",3
"117846",6
"117847",9
"117848",4
"117849",2
"117850",6
"117851",2
"117852",4
"117853",2
"117854",9
"117855",9
"117856",5
"117857",3
"117858",11
"117859",2
"117860",5
"117861",2
"117862",9
"117863",4
"117864",7
"117865",5
"117866",3
"117867",4
"117868",8
"117869",2
"117870",4
"117871",5
"117872",5
"117873",4
"117874",3
"117875",4
"117876",5
"117877",11
"117878",4
"117879",10
"117880",3
"117881",7
"117882",3
"117883",7
"117884",10
"117885",5
"117886",9
"117887",9
"117888",6
"117889",3
"117890",10
"117891",3
"117892",3
"117893",4
"117894",3
"117895",9
"117896",8
"117897",4
"117898",2
"117899",10
"117900",7
"117901",4
"117902",9
"117903",3
"117904",5
"117905",9
"117906",4
"117907",7
"117908",8
"117909",5
"117910",10
"117911",8
"117912",10
"117913",4
"117914",5
"117915",4
"117916",5
"117917",10
"117918",5
"117919",9
"117920",5
"117921",5
"117922",4
"117923",11
"117924",3
"117925",9
"117926",11
"117927",9
"117928",5
"117929",5
"117930",5
"117931",11
"117932",4
"117933",7
"117934",4
"117935",7
"117936",5
"117937",2
"117938",6
"117939",4
"117940",7
"117941",6
"117942",9
"117943",4
"117944",11
"117945",5
"117946",5
"117947",7
"117948",9
"117949",11
"117950",2
"117951",8
"117952",7
"117953",5
"117954",3
"117955",7
"117956",11
"117957",4
"117958",3
"117959",5
"117960",10
"117961",11
"117962",5
"117963",8
"117964",11
"117965",9
"117966",5
"117967",5
"117968",5
"117969",4
"117970",5
"117971",4
"117972",5
"117973",11
"117974",4
"117975",11
"117976",5
"117977",6
"117978",3
"117979",5
"117980",6
"117981",8
"117982",7
"117983",5
"117984",3
"117985",4
"117986",8
"117987",5
"117988",5
"117989",11
"117990",7
"117991",4
"117992",5
"117993",5
"117994",7
"117995",11
"117996",7
"117997",1
"117998",4
"117999",4
"118000",11
"118001",10
"118002",4
"118003",3
"118004",7
"118005",7
"118006",6
"118007",3
"118008",3
"118009",11
"118010",11
"118011",3
"118012",3
"118013",4
"118014",11
"118015",4
"118016",5
"118017",5
"118018",9
"118019",5
"118020",5
"118021",9
"118022",5
"118023",11
"118024",9
"118025",6
"118026",11
"118027",5
"118028",3
"118029",6
"118030",4
"118031",7
"118032",3
"118033",7
"118034",5
"118035",7
"118036",11
"118037",4
"118038",3
"118039",5
"118040",5
"118041",5
"118042",7
"118043",11
"118044",9
"118045",6
"118046",10
"118047",7
"118048",4
"118049",5
"118050",9
"118051",7
"118052",4
"118053",4
"118054",5
"118055",11
"118056",11
"118057",5
"118058",5
"118059",4
"118060",7
"118061",11
"118062",11
"118063",5
"118064",4
"118065",11
"118066",3
"118067",5
"118068",5
"118069",5
"118070",4
"118071",11
"118072",4
"118073",3
"118074",6
"118075",8
"118076",9
"118077",9
"118078",3
"118079",3
"118080",9
"118081",5
"118082",7
"118083",6
"118084",6
"118085",3
"118086",4
"118087",5
"118088",10
"118089",7
"118090",11
"118091",7
"118092",5
"118093",5
"118094",11
"118095",5
"118096",4
"118097",9
"118098",7
"118099",4
"118100",3
"118101",4
"118102",3
"118103",9
"118104",4
"118105",7
"118106",11
"118107",3
"118108",6
"118109",11
"118110",5
"118111",6
"118112",7
"118113",7
"118114",7
"118115",7
"118116",11
"118117",4
"118118",1
"118119",6
"118120",11
"118121",5
"118122",5
"118123",5
"118124",7
"118125",9
"118126",11
"118127",11
"118128",4
"118129",5
"118130",5
"118131",2
"118132",5
"118133",10
"118134",9
"118135",9
"118136",10
"118137",9
"118138",5
"118139",10
"118140",9
"118141",3
"118142",4
"118143",5
"118144",5
"118145",8
"118146",7
"118147",3
"118148",7
"118149",10
"118150",10
"118151",6
"118152",7
"118153",4
"118154",8
"118155",11
"118156",6
"118157",3
"118158",11
"118159",3
"118160",3
"118161",3
"118162",7
"118163",5
"118164",5
"118165",6
"118166",3
"118167",6
"118168",6
"118169",1
"118170",7
"118171",11
"118172",4
"118173",4
"118174",3
"118175",4
"118176",3
"118177",4
"118178",5
"118179",5
"118180",10
"118181",3
"118182",4
"118183",2
"118184",4
"118185",8
"118186",10
"118187",8
"118188",6
"118189",4
"118190",6
"118191",7
"118192",3
"118193",7
"118194",10
"118195",3
"118196",3
"118197",6
"118198",7
"118199",6
"118200",6
"118201",6
"118202",5
"118203",11
"118204",5
"118205",11
"118206",9
"118207",3
"118208",5
"118209",10
"118210",4
"118211",3
"118212",6
"118213",9
"118214",4
"118215",7
"118216",7
"118217",3
"118218",7
"118219",3
"118220",9
"118221",6
"118222",10
"118223",4
"118224",3
"118225",6
"118226",3
"118227",5
"118228",5
"118229",5
"118230",5
"118231",11
"118232",10
"118233",9
"118234",4
"118235",6
"118236",6
"118237",5
"118238",5
"118239",3
"118240",8
"118241",7
"118242",9
"118243",10
"118244",1
"118245",3
"118246",4
"118247",5
"118248",8
"118249",7
"118250",5
"118251",7
"118252",4
"118253",4
"118254",3
"118255",4
"118256",3
"118257",8
"118258",9
"118259",9
"118260",6
"118261",4
"118262",4
"118263",7
"118264",11
"118265",4
"118266",8
"118267",8
"118268",7
"118269",9
"118270",3
"118271",3
"118272",5
"118273",3
"118274",4
"118275",4
"118276",4
"118277",9
"118278",7
"118279",3
"118280",3
"118281",4
"118282",4
"118283",4
"118284",4
"118285",5
"118286",3
"118287",9
"118288",5
"118289",8
"118290",9
"118291",5
"118292",10
"118293",3
"118294",5
"118295",4
"118296",11
"118297",5
"118298",4
"118299",4
"118300",11
"118301",8
"118302",1
"118303",8
"118304",8
"118305",9
"118306",9
"118307",6
"118308",4
"118309",7
"118310",6
"118311",7
"118312",4
"118313",11
"118314",5
"118315",9
"118316",3
"118317",4
"118318",5
"118319",9
"118320",11
"118321",11
"118322",4
"118323",4
"118324",4
"118325",7
"118326",5
"118327",9
"118328",4
"118329",7
"118330",7
"118331",5
"118332",7
"118333",7
"118334",9
"118335",3
"118336",11
"118337",7
"118338",4
"118339",6
"118340",3
"118341",11
"118342",9
"118343",9
"118344",11
"118345",11
"118346",2
"118347",7
"118348",3
"118349",8
"118350",5
"118351",7
"118352",7
"118353",9
"118354",11
"118355",3
"118356",4
"118357",7
"118358",11
"118359",6
"118360",5
"118361",11
"118362",10
"118363",7
"118364",9
"118365",9
"118366",11
"118367",9
"118368",5
"118369",9
"118370",7
"118371",9
"118372",11
"118373",4
"118374",7
"118375",9
"118376",4
"118377",7
"118378",9
"118379",9
"118380",5
"118381",9
"118382",4
"118383",5
"118384",3
"118385",5
"118386",5
"118387",8
"118388",6
"118389",6
"118390",4
"118391",5
"118392",5
"118393",6
"118394",3
"118395",10
"118396",4
"118397",5
"118398",5
"118399",5
"118400",4
"118401",5
"118402",5
"118403",5
"118404",4
"118405",8
"118406",4
"118407",4
"118408",5
"118409",5
"118410",5
"118411",4
"118412",8
"118413",5
"118414",5
"118415",4
"118416",3
"118417",1
"118418",9
"118419",9
"118420",5
"118421",4
"118422",4
"118423",5
"118424",8
"118425",5
"118426",5
"118427",5
"118428",5
"118429",5
"118430",9
"118431",4
"118432",4
"118433",11
"118434",5
"118435",4
"118436",6
"118437",4
"118438",5
"118439",9
"118440",7
"118441",1
"118442",5
"118443",5
"118444",11
"118445",5
"118446",3
"118447",11
"118448",4
"118449",2
"118450",4
"118451",11
"118452",1
"118453",5
"118454",5
"118455",9
"118456",8
"118457",6
"118458",10
"118459",9
"118460",11
"118461",5
"118462",5
"118463",4
"118464",9
"118465",9
"118466",8
"118467",4
"118468",6
"118469",4
"118470",8
"118471",5
"118472",8
"118473",3
"118474",10
"118475",4
"118476",11
"118477",4
"118478",8
"118479",5
"118480",11
"118481",8
"118482",3
"118483",11
"118484",10
"118485",4
"118486",1
"118487",7
"118488",5
"118489",9
"118490",10
"118491",9
"118492",7
"118493",7
"118494",3
"118495",9
"118496",4
"118497",4
"118498",11
"118499",4
"118500",5
"118501",10
"118502",4
"118503",5
"118504",5
"118505",5
"118506",4
"118507",5
"118508",5
"118509",4
"118510",3
"118511",9
"118512",1
"118513",6
"118514",4
"118515",8
"118516",11
"118517",5
"118518",10
"118519",8
"118520",10
"118521",3
"118522",8
"118523",3
"118524",3
"118525",6
"118526",6
"118527",8
"118528",4
"118529",2
"118530",7
"118531",6
"118532",4
"118533",6
"118534",6
"118535",4
"118536",9
"118537",6
"118538",2
"118539",3
"118540",1
"118541",10
"118542",6
"118543",6
"118544",6
"118545",6
"118546",4
"118547",7
"118548",11
"118549",4
"118550",1
"118551",4
"118552",10
"118553",8
"118554",4
"118555",1
"118556",4
"118557",3
"118558",4
"118559",2
"118560",5
"118561",10
"118562",8
"118563",9
"118564",4
"118565",6
"118566",5
"118567",4
"118568",9
"118569",4
"118570",8
"118571",4
"118572",9
"118573",1
"118574",4
"118575",8
"118576",2
"118577",11
"118578",7
"118579",3
"118580",5
"118581",5
"118582",9
"118583",5
"118584",11
"118585",4
"118586",6
"118587",7
"118588",11
"118589",5
"118590",11
"118591",4
"118592",4
"118593",3
"118594",1
"118595",11
"118596",9
"118597",9
"118598",11
"118599",6
"118600",8
"118601",5
"118602",5
"118603",9
"118604",3
"118605",5
"118606",7
"118607",5
"118608",9
"118609",6
"118610",9
"118611",5
"118612",6
"118613",10
"118614",4
"118615",5
"118616",6
"118617",8
"118618",3
"118619",5
"118620",3
"118621",5
"118622",9
"118623",11
"118624",5
"118625",8
"118626",8
"118627",4
"118628",4
"118629",5
"118630",9
"118631",11
"118632",9
"118633",3
"118634",5
"118635",9
"118636",9
"118637",3
"118638",2
"118639",4
"118640",5
"118641",4
"118642",6
"118643",5
"118644",3
"118645",9
"118646",6
"118647",7
"118648",7
"118649",3
"118650",2
"118651",3
"118652",5
"118653",7
"118654",3
"118655",8
"118656",6
"118657",7
"118658",2
"118659",11
"118660",7
"118661",3
"118662",9
"118663",11
"118664",3
"118665",10
"118666",10
"118667",5
"118668",5
"118669",7
"118670",3
"118671",9
"118672",6
"118673",3
"118674",8
"118675",11
"118676",11
"118677",11
"118678",3
"118679",5
"118680",11
"118681",5
"118682",5
"118683",3
"118684",9
"118685",2
"118686",4
"118687",11
"118688",9
"118689",2
"118690",1
"118691",9
"118692",9
"118693",5
"118694",9
"118695",4
"118696",3
"118697",9
"118698",4
"118699",7
"118700",7
"118701",8
"118702",9
"118703",3
"118704",3
"118705",5
"118706",6
"118707",9
"118708",6
"118709",3
"118710",8
"118711",4
"118712",6
"118713",11
"118714",3
"118715",3
"118716",8
"118717",11
"118718",4
"118719",5
"118720",9
"118721",9
"118722",11
"118723",4
"118724",7
"118725",7
"118726",2
"118727",3
"118728",6
"118729",1
"118730",4
"118731",5
"118732",3
"118733",1
"118734",5
"118735",9
"118736",5
"118737",3
"118738",3
"118739",5
"118740",1
"118741",1
"118742",1
"118743",1
"118744",1
"118745",1
"118746",1
"118747",1
"118748",1
"118749",1
"118750",1
"118751",1
"118752",1
"118753",1
"118754",1
"118755",1
"118756",1
"118757",1
"118758",1
"118759",1
"118760",1
"118761",1
"118762",1
"118763",1
"118764",1
"118765",1
"118766",1
"118767",1
"118768",1
"118769",1
"118770",1
"118771",1
"118772",1
"118773",1
"118774",1
"118775",1
"118776",1
"118777",1
"118778",1
"118779",1
"118780",1
"118781",1
"118782",1
"118783",1
"118784",1
"118785",6
"118786",1
"118787",1
"118788",1
"118789",1
"118790",1
"118791",1
"118792",1
"118793",1
"118794",1
"118795",1
"118796",1
"118797",1
"118798",1
"118799",1
"118800",8
"118801",10
"118802",7
"118803",2
"118804",10
"118805",2
"118806",1
"118807",10
"118808",2
"118809",2
"118810",6
"118811",5
"118812",2
"118813",2
"118814",2
"118815",2
"118816",1
"118817",2
"118818",8
"118819",2
"118820",4
"118821",7
"118822",7
"118823",2
"118824",3
"118825",8
"118826",2
"118827",2
"118828",2
"118829",7
"118830",2
"118831",2
"118832",2
"118833",2
"118834",2
"118835",1
"118836",2
"118837",11
"118838",3
"118839",2
"118840",2
"118841",2
"118842",11
"118843",2
"118844",6
"118845",5
"118846",4
"118847",8
"118848",1
"118849",1
"118850",1
"118851",1
"118852",1
"118853",1
"118854",1
"118855",1
"118856",1
"118857",1
"118858",1
"118859",1
"118860",1
"118861",1
"118862",1
"118863",1
"118864",1
"118865",1
"118866",1
"118867",1
"118868",5
"118869",1
"118870",1
"118871",1
"118872",1
"118873",1
"118874",1
"118875",1
"118876",1
"118877",1
"118878",1
"118879",1
"118880",1
"118881",1
"118882",1
"118883",1
"118884",1
"118885",3
"118886",1
"118887",1
"118888",1
"118889",1
"118890",1
"118891",1
"118892",1
"118893",1
"118894",1
"118895",1
"118896",1
"118897",2
"118898",1
"118899",1
"118900",1
"118901",1
"118902",1
"118903",1
"118904",1
"118905",1
"118906",1
"118907",1
"118908",1
"118909",1
"118910",1
"118911",1
"118912",1
"118913",1
"118914",1
"118915",1
"118916",1
"118917",1
"118918",1
"118919",1
"118920",1
"118921",1
"118922",1
"118923",3
"118924",1
"118925",1
"118926",1
"118927",1
"118928",7
"118929",1
"118930",1
"118931",1
"118932",1
"118933",1
"118934",1
"118935",1
"118936",1
"118937",1
"118938",1
"118939",1
"118940",1
"118941",1
"118942",1
"118943",1
"118944",1
"118945",4
"118946",1
"118947",1
"118948",11
"118949",2
"118950",1
"118951",1
"118952",1
"118953",1
"118954",1
"118955",1
"118956",1
"118957",1
"118958",5
"118959",1
"118960",1
"118961",1
"118962",1
"118963",1
"118964",1
"118965",1
"118966",1
"118967",1
"118968",1
"118969",1
"118970",1
"118971",1
"118972",1
"118973",1
"118974",1
"118975",1
"118976",1
"118977",3
"118978",1
"118979",1
"118980",1
"118981",1
"118982",1
"118983",1
"118984",1
"118985",1
"118986",1
"118987",1
"118988",1
"118989",1
"118990",1
"118991",1
"118992",1
"118993",1
"118994",1
"118995",1
"118996",1
"118997",1
"118998",1
"118999",1
"119000",1
"119001",1
"119002",6
"119003",2
"119004",1
"119005",1
"119006",1
"119007",1
"119008",1
"119009",1
"119010",1
"119011",1
"119012",2
"119013",1
"119014",1
"119015",1
"119016",5
"119017",1
"119018",1
"119019",1
"119020",11
"119021",1
"119022",1
"119023",1
"119024",1
"119025",1
"119026",1
"119027",1
"119028",1
"119029",1
"119030",1
"119031",2
"119032",1
"119033",11
"119034",1
"119035",1
"119036",1
"119037",1
"119038",2
"119039",1
"119040",1
"119041",4
"119042",9
"119043",3
"119044",8
"119045",3
"119046",7
"119047",5
"119048",10
"119049",3
"119050",6
"119051",10
"119052",11
"119053",3
"119054",4
"119055",11
"119056",11
"119057",6
"119058",6
"119059",6
"119060",3
"119061",4
"119062",5
"119063",11
"119064",5
"119065",8
"119066",9
"119067",6
"119068",9
"119069",3
"119070",7
"119071",5
"119072",10
"119073",5
"119074",1
"119075",7
"119076",5
"119077",10
"119078",3
"119079",2
"119080",3
"119081",3
"119082",1
"119083",11
"119084",11
"119085",11
"119086",11
"119087",10
"119088",5
"119089",9
"119090",3
"119091",7
"119092",4
"119093",11
"119094",4
"119095",9
"119096",4
"119097",8
"119098",10
"119099",6
"119100",9
"119101",11
"119102",9
"119103",4
"119104",4
"119105",6
"119106",6
"119107",4
"119108",8
"119109",11
"119110",3
"119111",9
"119112",6
"119113",6
"119114",8
"119115",9
"119116",9
"119117",7
"119118",10
"119119",2
"119120",11
"119121",11
"119122",9
"119123",4
"119124",7
"119125",3
"119126",4
"119127",6
"119128",7
"119129",7
"119130",7
"119131",6
"119132",5
"119133",9
"119134",10
"119135",8
"119136",7
"119137",5
"119138",5
"119139",7
"119140",11
"119141",1
"119142",5
"119143",8
"119144",7
"119145",7
"119146",2
"119147",5
"119148",5
"119149",5
"119150",9
"119151",9
"119152",5
"119153",5
"119154",1
"119155",5
"119156",11
"119157",6
"119158",7
"119159",3
"119160",7
"119161",4
"119162",5
"119163",11
"119164",5
"119165",9
"119166",5
"119167",5
"119168",4
"119169",5
"119170",3
"119171",5
"119172",9
"119173",10
"119174",3
"119175",9
"119176",3
"119177",9
"119178",7
"119179",9
"119180",10
"119181",9
"119182",3
"119183",9
"119184",8
"119185",3
"119186",1
"119187",3
"119188",11
"119189",6
"119190",6
"119191",6
"119192",8
"119193",5
"119194",3
"119195",3
"119196",3
"119197",11
"119198",3
"119199",5
"119200",11
"119201",6
"119202",6
"119203",5
"119204",10
"119205",11
"119206",9
"119207",3
"119208",9
"119209",9
"119210",9
"119211",5
"119212",3
"119213",7
"119214",11
"119215",5
"119216",9
"119217",9
"119218",9
"119219",3
"119220",11
"119221",11
"119222",3
"119223",5
"119224",3
"119225",5
"119226",3
"119227",3
"119228",8
"119229",5
"119230",5
"119231",5
"119232",5
"119233",4
"119234",5
"119235",3
"119236",5
"119237",3
"119238",6
"119239",11
"119240",10
"119241",9
"119242",11
"119243",4
"119244",11
"119245",9
"119246",11
"119247",11
"119248",8
"119249",11
"119250",3
"119251",4
"119252",2
"119253",11
"119254",8
"119255",11
"119256",6
"119257",10
"119258",3
"119259",3
"119260",7
"119261",7
"119262",3
"119263",7
"119264",3
"119265",6
"119266",11
"119267",3
"119268",3
"119269",5
"119270",5
"119271",3
"119272",5
"119273",5
"119274",6
"119275",11
"119276",5
"119277",7
"119278",4
"119279",4
"119280",11
"119281",10
"119282",9
"119283",11
"119284",6
"119285",8
"119286",3
"119287",6
"119288",2
"119289",2
"119290",4
"119291",7
"119292",11
"119293",6
"119294",3
"119295",6
"119296",1
"119297",6
"119298",5
"119299",1
"119300",7
"119301",7
"119302",7
"119303",4
"119304",6
"119305",4
"119306",6
"119307",6
"119308",4
"119309",9
"119310",7
"119311",11
"119312",6
"119313",7
"119314",4
"119315",5
"119316",7
"119317",11
"119318",4
"119319",7
"119320",7
"119321",6
"119322",5
"119323",6
"119324",3
"119325",11
"119326",6
"119327",8
"119328",5
"119329",11
"119330",4
"119331",9
"119332",7
"119333",9
"119334",6
"119335",1
"119336",2
"119337",4
"119338",2
"119339",6
"119340",6
"119341",2
"119342",10
"119343",2
"119344",11
"119345",7
"119346",11
"119347",5
"119348",8
"119349",10
"119350",9
"119351",6
"119352",7
"119353",4
"119354",9
"119355",6
"119356",4
"119357",6
"119358",4
"119359",4
"119360",7
"119361",3
"119362",11
"119363",8
"119364",7
"119365",9
"119366",5
"119367",2
"119368",5
"119369",7
"119370",6
"119371",4
"119372",5
"119373",11
"119374",2
"119375",2
"119376",11
"119377",5
"119378",9
"119379",4
"119380",9
"119381",6
"119382",7
"119383",9
"119384",10
"119385",9
"119386",10
"119387",3
"119388",8
"119389",11
"119390",8
"119391",3
"119392",8
"119393",4
"119394",1
"119395",4
"119396",1
"119397",8
"119398",4
"119399",4
"119400",4
"119401",4
"119402",4
"119403",1
"119404",1
"119405",8
"119406",5
"119407",1
"119408",5
"119409",8
"119410",8
"119411",5
"119412",4
"119413",4
"119414",3
"119415",4
"119416",3
"119417",4
"119418",4
"119419",6
"119420",4
"119421",3
"119422",1
"119423",5
"119424",4
"119425",4
"119426",10
"119427",3
"119428",8
"119429",3
"119430",4
"119431",6
"119432",8
"119433",1
"119434",4
"119435",6
"119436",5
"119437",4
"119438",4
"119439",6
"119440",4
"119441",3
"119442",1
"119443",5
"119444",4
"119445",1
"119446",3
"119447",4
"119448",3
"119449",4
"119450",4
"119451",3
"119452",3
"119453",4
"119454",5
"119455",1
"119456",1
"119457",4
"119458",7
"119459",7
"119460",1
"119461",8
"119462",1
"119463",1
"119464",1
"119465",4
"119466",1
"119467",8
"119468",8
"119469",3
"119470",1
"119471",4
"119472",3
"119473",11
"119474",4
"119475",8
"119476",4
"119477",1
"119478",6
"119479",3
"119480",3
"119481",4
"119482",4
"119483",4
"119484",11
"119485",1
"119486",3
"119487",8
"119488",3
"119489",4
"119490",11
"119491",4
"119492",11
"119493",11
"119494",11
"119495",7
"119496",1
"119497",5
"119498",1
"119499",4
"119500",1
"119501",1
"119502",1
"119503",4
"119504",4
"119505",1
"119506",4
"119507",4
"119508",1
"119509",4
"119510",5
"119511",4
"119512",1
"119513",6
"119514",3
"119515",1
"119516",5
"119517",5
"119518",4
"119519",3
"119520",6
"119521",4
"119522",8
"119523",1
"119524",4
"119525",4
"119526",4
"119527",4
"119528",10
"119529",8
"119530",10
"119531",5
"119532",6
"119533",6
"119534",6
"119535",2
"119536",11
"119537",6
"119538",4
"119539",10
"119540",3
"119541",10
"119542",6
"119543",2
"119544",1
"119545",1
"119546",1
"119547",2
"119548",4
"119549",5
"119550",2
"119551",1
"119552",2
"119553",2
"119554",2
"119555",1
"119556",11
"119557",8
"119558",10
"119559",6
"119560",11
"119561",4
"119562",11
"119563",3
"119564",1
"119565",4
"119566",4
"119567",4
"119568",4
"119569",6
"119570",11
"119571",4
"119572",11
"119573",4
"119574",11
"119575",8
"119576",5
"119577",1
"119578",10
"119579",3
"119580",8
"119581",11
"119582",4
"119583",8
"119584",8
"119585",4
"119586",11
"119587",3
"119588",5
"119589",8
"119590",6
"119591",3
"119592",4
"119593",10
"119594",8
"119595",10
"119596",8
"119597",9
"119598",11
"119599",5
"119600",11
"119601",5
"119602",11
"119603",1
"119604",10
"119605",8
"119606",4
"119607",4
"119608",9
"119609",8
"119610",7
"119611",9
"119612",4
"119613",5
"119614",3
"119615",4
"119616",8
"119617",3
"119618",10
"119619",10
"119620",8
"119621",7
"119622",5
"119623",5
"119624",3
"119625",5
"119626",10
"119627",3
"119628",10
"119629",4
"119630",3
"119631",10
"119632",3
"119633",11
"119634",7
"119635",11
"119636",5
"119637",4
"119638",8
"119639",9
"119640",4
"119641",3
"119642",10
"119643",5
"119644",9
"119645",8
"119646",1
"119647",11
"119648",8
"119649",8
"119650",11
"119651",4
"119652",10
"119653",3
"119654",4
"119655",4
"119656",2
"119657",3
"119658",4
"119659",9
"119660",10
"119661",8
"119662",3
"119663",8
"119664",4
"119665",1
"119666",8
"119667",11
"119668",4
"119669",3
"119670",5
"119671",8
"119672",2
"119673",2
"119674",5
"119675",4
"119676",6
"119677",10
"119678",6
"119679",1
"119680",11
"119681",9
"119682",11
"119683",6
"119684",5
"119685",6
"119686",5
"119687",11
"119688",4
"119689",6
"119690",4
"119691",3
"119692",8
"119693",4
"119694",6
"119695",8
"119696",10
"119697",3
"119698",9
"119699",11
"119700",10
"119701",8
"119702",9
"119703",7
"119704",7
"119705",7
"119706",11
"119707",10
"119708",4
"119709",11
"119710",4
"119711",3
"119712",8
"119713",5
"119714",4
"119715",4
"119716",4
"119717",7
"119718",9
"119719",11
"119720",11
"119721",11
"119722",4
"119723",4
"119724",5
"119725",4
"119726",11
"119727",4
"119728",4
"119729",3
"119730",11
"119731",4
"119732",4
"119733",11
"119734",9
"119735",4
"119736",4
"119737",4
"119738",3
"119739",6
"119740",6
"119741",1
"119742",3
"119743",10
"119744",5
"119745",5
"119746",10
"119747",9
"119748",10
"119749",10
"119750",1
"119751",4
"119752",5
"119753",11
"119754",8
"119755",10
"119756",8
"119757",10
"119758",10
"119759",1
"119760",8
"119761",11
"119762",1
"119763",11
"119764",10
"119765",8
"119766",5
"119767",10
"119768",10
"119769",1
"119770",10
"119771",10
"119772",10
"119773",10
"119774",6
"119775",2
"119776",11
"119777",2
"119778",1
"119779",9
"119780",8
"119781",9
"119782",11
"119783",11
"119784",3
"119785",6
"119786",11
"119787",6
"119788",7
"119789",7
"119790",10
"119791",3
"119792",11
"119793",8
"119794",8
"119795",2
"119796",7
"119797",11
"119798",6
"119799",6
"119800",7
"119801",4
"119802",3
"119803",7
"119804",6
"119805",3
"119806",3
"119807",4
"119808",4
"119809",5
"119810",3
"119811",7
"119812",4
"119813",6
"119814",4
"119815",3
"119816",2
"119817",11
"119818",9
"119819",11
"119820",2
"119821",3
"119822",11
"119823",3
"119824",8
"119825",3
"119826",2
"119827",6
"119828",11
"119829",8
